시간,수요량,year,day_of_year
18,673.979,19,81
19,762.425,19,81
20,829.588,19,81
21,828.888,19,81
22,812.49,19,81
23,796.022,19,81
24,788.245,19,81
1,744.923,19,82
2,708.244,19,82
3,682.352,19,82
4,665.886,19,82
5,665.319,19,82
6,686.272,19,82
7,701.415,19,82
8,704.191,19,82
9,662.069,19,82
10,620.472,19,82
11,602.653,19,82
12,587.932,19,82
13,568.76,19,82
14,567.523,19,82
15,582.049,19,82
16,607.129,19,82
17,644.664,19,82
18,714.542,19,82
19,760.866,19,82
20,811.246,19,82
21,822.865,19,82
22,815.037,19,82
23,810.044,19,82
24,806.5,19,82
1,768.135,19,83
2,740.796,19,83
3,718.458,19,83
4,713.703,19,83
5,718.929,19,83
6,735.953,19,83
7,750.954,19,83
8,695.951,19,83
9,597.904,19,83
10,573.364,19,83
11,566.035,19,83
12,553.394,19,83
13,542.438,19,83
14,539.814,19,83
15,539.147,19,83
16,549.625,19,83
17,574.526,19,83
18,620.925,19,83
19,720.559,19,83
20,789.547,19,83
21,798.839,19,83
22,795.588,19,83
23,794.758,19,83
24,784.497,19,83
1,742.333,19,84
2,705.86,19,84
3,688.644,19,84
4,676.828,19,84
5,678.367,19,84
6,692.808,19,84
7,712.68,19,84
8,743.655,19,84
9,793.298,19,84
10,752.949,19,84
11,713.004,19,84
12,698.736,19,84
13,676.371,19,84
14,689.62,19,84
15,667.022,19,84
16,660.56,19,84
17,686.908,19,84
18,701.46,19,84
19,756.354,19,84
20,800.235,19,84
21,795.323,19,84
22,786.319,19,84
23,787.578,19,84
24,783.557,19,84
1,750.579,19,85
2,716.761,19,85
3,696.328,19,85
4,690.549,19,85
5,692.299,19,85
6,705.51,19,85
7,729.12,19,85
8,714.606,19,85
9,669.148,19,85
10,648.083,19,85
11,633.951,19,85
12,613.11,19,85
13,586.071,19,85
14,593.832,19,85
15,598.788,19,85
16,605.742,19,85
17,621.305,19,85
18,642.806,19,85
19,691.707,19,85
20,766.983,19,85
21,774.8,19,85
22,758.028,19,85
23,749.027,19,85
24,743.807,19,85
1,709.446,19,86
2,671.391,19,86
3,647.376,19,86
4,637.376,19,86
5,642.667,19,86
6,661.803,19,86
7,687.176,19,86
8,668.395,19,86
9,635.721,19,86
10,624.204,19,86
11,612.168,19,86
12,596.247,19,86
13,571.15,19,86
14,578.918,19,86
15,579.058,19,86
16,589.02,19,86
17,608.912,19,86
18,638.159,19,86
19,680.798,19,86
20,729.353,19,86
21,726.599,19,86
22,713.957,19,86
23,693.511,19,86
24,677.086,19,86
1,635.913,19,87
2,602.74,19,87
3,583.885,19,87
4,576.498,19,87
5,583.822,19,87
6,605.533,19,87
7,633.084,19,87
8,646.683,19,87
9,643.936,19,87
10,624.171,19,87
11,616.978,19,87
12,593.087,19,87
13,567.835,19,87
14,581.223,19,87
15,583.754,19,87
16,600.875,19,87
17,618.798,19,87
18,652.234,19,87
19,693.801,19,87
20,730.514,19,87
21,723.968,19,87
22,707.968,19,87
23,695.381,19,87
24,681.847,19,87
1,642.161,19,88
2,622.232,19,88
3,607.542,19,88
4,607.008,19,88
5,613.683,19,88
6,634.766,19,88
7,662.406,19,88
8,648.793,19,88
9,625.264,19,88
10,616.541,19,88
11,614.622,19,88
12,592.078,19,88
13,571.496,19,88
14,582.689,19,88
15,586.46,19,88
16,587.518,19,88
17,599.414,19,88
18,617.711,19,88
19,661.24,19,88
20,721.996,19,88
21,727.216,19,88
22,719.255,19,88
23,707.731,19,88
24,692.498,19,88
1,646.605,19,89
2,615.827,19,89
3,601.892,19,89
4,602.817,19,89
5,612.337,19,89
6,633.699,19,89
7,654.171,19,89
8,613.464,19,89
9,586.651,19,89
10,581.888,19,89
11,588.661,19,89
12,565.581,19,89
13,545.978,19,89
14,544.595,19,89
15,554.323,19,89
16,575.156,19,89
17,597.486,19,89
18,621.47,19,89
19,706.442,19,89
20,782.433,19,89
21,791.33,19,89
22,785.266,19,89
23,776.325,19,89
24,769.454,19,89
1,724.259,19,90
2,695.162,19,90
3,681.615,19,90
4,674.025,19,90
5,679.748,19,90
6,697.785,19,90
7,706.172,19,90
8,663.813,19,90
9,584.399,19,90
10,574.192,19,90
11,558.986,19,90
12,553.491,19,90
13,544.697,19,90
14,545.1,19,90
15,546.617,19,90
16,560.143,19,90
17,584.478,19,90
18,625.734,19,90
19,725.94,19,90
20,804.077,19,90
21,814.157,19,90
22,802.328,19,90
23,789.181,19,90
24,783.461,19,90
1,744.099,19,91
2,712.555,19,91
3,694.059,19,91
4,690.621,19,91
5,696.949,19,91
6,718.008,19,91
7,740.736,19,91
8,701.556,19,91
9,651.497,19,91
10,650.135,19,91
11,640.342,19,91
12,620.568,19,91
13,593.723,19,91
14,604.976,19,91
15,607.068,19,91
16,613.844,19,91
17,636.559,19,91
18,668.182,19,91
19,738.485,19,91
20,809.106,19,91
21,807.619,19,91
22,788.178,19,91
23,769.963,19,91
24,756.761,19,91
1,714.696,19,92
2,688.591,19,92
3,669.322,19,92
4,663.774,19,92
5,661.164,19,92
6,682.936,19,92
7,701.625,19,92
8,689.056,19,92
9,658.655,19,92
10,649.086,19,92
11,642.641,19,92
12,624.321,19,92
13,598.575,19,92
14,608.625,19,92
15,606.551,19,92
16,605.537,19,92
17,625.349,19,92
18,654.464,19,92
19,718.592,19,92
20,797.071,19,92
21,808.529,19,92
22,791.645,19,92
23,778.049,19,92
24,761.254,19,92
1,712.296,19,93
2,683.466,19,93
3,666.959,19,93
4,662.572,19,93
5,672.043,19,93
6,692.463,19,93
7,716.676,19,93
8,686.363,19,93
9,639.114,19,93
10,630.664,19,93
11,622.043,19,93
12,603.254,19,93
13,574.387,19,93
14,584.93,19,93
15,587.255,19,93
16,597.534,19,93
17,614.532,19,93
18,642.413,19,93
19,716.147,19,93
20,807.708,19,93
21,819.835,19,93
22,817.061,19,93
23,805.681,19,93
24,794.8,19,93
1,761.231,19,94
2,731.828,19,94
3,708.889,19,94
4,700.498,19,94
5,706.753,19,94
6,729.333,19,94
7,744.258,19,94
8,688.145,19,94
9,643.768,19,94
10,637.292,19,94
11,626.401,19,94
12,614.157,19,94
13,593.948,19,94
14,606.365,19,94
15,601.458,19,94
16,608.551,19,94
17,624.501,19,94
18,648.683,19,94
19,708.781,19,94
20,778.781,19,94
21,777.097,19,94
22,760.75,19,94
23,747.04,19,94
24,727.881,19,94
1,693.313,19,95
2,662.332,19,95
3,637.491,19,95
4,632.022,19,95
5,633.649,19,95
6,653.578,19,95
7,671.669,19,95
8,656.028,19,95
9,631.664,19,95
10,628.209,19,95
11,620.623,19,95
12,604.572,19,95
13,577.882,19,95
14,588.361,19,95
15,594.191,19,95
16,600.245,19,95
17,620.198,19,95
18,635.306,19,95
19,671.269,19,95
20,742.319,19,95
21,754.348,19,95
22,747.486,19,95
23,737.706,19,95
24,684.498,19,95
1,690.558,19,96
2,661.783,19,96
3,642.496,19,96
4,629.995,19,96
5,637.972,19,96
6,659.934,19,96
7,674.456,19,96
8,629.185,19,96
9,591.004,19,96
10,585.61,19,96
11,579.655,19,96
12,564.587,19,96
13,546.118,19,96
14,544.51,19,96
15,547.643,19,96
16,555.633,19,96
17,572.83,19,96
18,596.431,19,96
19,643.731,19,96
20,711.668,19,96
21,721.656,19,96
22,718.656,19,96
23,713.889,19,96
24,697.819,19,96
1,656.772,19,97
2,634.493,19,97
3,614.352,19,97
4,599.85,19,97
5,597.343,19,97
6,611.966,19,97
7,623.204,19,97
8,580.947,19,97
9,548.118,19,97
10,541.528,19,97
11,536.428,19,97
12,522.398,19,97
13,515.382,19,97
14,515.237,19,97
15,532.159,19,97
16,569.039,19,97
17,595.123,19,97
18,619.545,19,97
19,635.06,19,97
20,678.208,19,97
21,681.648,19,97
22,676.642,19,97
23,676.14,19,97
24,664.159,19,97
1,627.24,19,98
2,604.65,19,98
3,592.452,19,98
4,584.875,19,98
5,593.711,19,98
6,619.481,19,98
7,641.777,19,98
8,610.557,19,98
9,600.076,19,98
10,598.632,19,98
11,594.618,19,98
12,581.87,19,98
13,560.857,19,98
14,573.088,19,98
15,576.253,19,98
16,583.319,19,98
17,598.016,19,98
18,617.302,19,98
19,641.9,19,98
20,706.175,19,98
21,719.187,19,98
22,718.231,19,98
23,708.826,19,98
24,693.004,19,98
1,637.06,19,99
2,600.902,19,99
3,592.639,19,99
4,583.795,19,99
5,581.754,19,99
6,587.394,19,99
7,607.896,19,99
8,601.437,19,99
9,600.698,19,99
10,617.568,19,99
11,633.912,19,99
12,616.651,19,99
13,604.017,19,99
14,632.36,19,99
15,670.526,19,99
16,690.711,19,99
17,726.504,19,99
18,737.147,19,99
19,731.596,19,99
20,736.309,19,99
21,715.091,19,99
22,689.025,19,99
23,666.706,19,99
24,656.718,19,99
1,616.577,19,100
2,587.924,19,100
3,572.307,19,100
4,562.609,19,100
5,576.434,19,100
6,605.102,19,100
7,634.604,19,100
8,664.017,19,100
9,694.716,19,100
10,683.276,19,100
11,663.16,19,100
12,658.141,19,100
13,648.931,19,100
14,662.806,19,100
15,665.357,19,100
16,667.932,19,100
17,678.29,19,100
18,704.451,19,100
19,743.857,19,100
20,784.334,19,100
21,778.473,19,100
22,762.224,19,100
23,754.258,19,100
24,740.385,19,100
1,695.222,19,101
2,653.346,19,101
3,630.694,19,101
4,616.758,19,101
5,620.228,19,101
6,631.944,19,101
7,648.842,19,101
8,646.608,19,101
9,646.37,19,101
10,652.491,19,101
11,659.124,19,101
12,650.332,19,101
13,622.514,19,101
14,630.263,19,101
15,652.008,19,101
16,658.169,19,101
17,687.934,19,101
18,718.847,19,101
19,722.934,19,101
20,760.36,19,101
21,769.636,19,101
22,757.502,19,101
23,731.984,19,101
24,718.42,19,101
1,669.146,19,102
2,637.964,19,102
3,614.133,19,102
4,613.541,19,102
5,638.029,19,102
6,664.431,19,102
7,680.453,19,102
8,632.265,19,102
9,613.159,19,102
10,611.967,19,102
11,598.536,19,102
12,576.985,19,102
13,559.51,19,102
14,567.285,19,102
15,569.806,19,102
16,576.266,19,102
17,591.577,19,102
18,615.971,19,102
19,662.208,19,102
20,748.735,19,102
21,770.354,19,102
22,768.358,19,102
23,758.767,19,102
24,742.92,19,102
1,707.483,19,103
2,680.257,19,103
3,661.602,19,103
4,652.723,19,103
5,658.423,19,103
6,672.019,19,103
7,662.555,19,103
8,606.485,19,103
9,577.068,19,103
10,573.528,19,103
11,574.68,19,103
12,564.149,19,103
13,558.173,19,103
14,570.189,19,103
15,550.446,19,103
16,542.909,19,103
17,560.427,19,103
18,587.311,19,103
19,630.198,19,103
20,717.416,19,103
21,741.072,19,103
22,736.874,19,103
23,733.106,19,103
24,723.444,19,103
1,681.406,19,104
2,630.866,19,104
3,600.183,19,104
4,588.519,19,104
5,584.647,19,104
6,595.116,19,104
7,601.421,19,104
8,585.034,19,104
9,557.055,19,104
10,556.959,19,104
11,563.071,19,104
12,560.187,19,104
13,558.705,19,104
14,551.548,19,104
15,554.565,19,104
16,576.591,19,104
17,577.271,19,104
18,600.182,19,104
19,636.382,19,104
20,709.769,19,104
21,733.59,19,104
22,733.041,19,104
23,725.157,19,104
24,717.03,19,104
1,678.53,19,105
2,653.313,19,105
3,635.722,19,105
4,630.615,19,105
5,640.733,19,105
6,655.11,19,105
7,666.456,19,105
8,614.919,19,105
9,604.594,19,105
10,604.708,19,105
11,594.663,19,105
12,572.497,19,105
13,553.696,19,105
14,566.942,19,105
15,569.282,19,105
16,575.913,19,105
17,593.409,19,105
18,619.068,19,105
19,660.023,19,105
20,732.816,19,105
21,747.302,19,105
22,736.895,19,105
23,733.426,19,105
24,722.688,19,105
1,677.586,19,106
2,649.318,19,106
3,634.718,19,106
4,631.37,19,106
5,633.394,19,106
6,648.668,19,106
7,655.283,19,106
8,622.576,19,106
9,603.51,19,106
10,608.636,19,106
11,593.273,19,106
12,581.665,19,106
13,555.933,19,106
14,573.308,19,106
15,591.938,19,106
16,603.143,19,106
17,621.368,19,106
18,638.658,19,106
19,657.133,19,106
20,689.441,19,106
21,694.364,19,106
22,686.413,19,106
23,670.44,19,106
24,644.52,19,106
1,603.853,19,107
2,574.989,19,107
3,559.293,19,107
4,552.55,19,107
5,561.394,19,107
6,578.459,19,107
7,603.618,19,107
8,619.34,19,107
9,610.653,19,107
10,604.088,19,107
11,610.449,19,107
12,595.584,19,107
13,581.147,19,107
14,611.888,19,107
15,605.279,19,107
16,601.671,19,107
17,604.9,19,107
18,619.343,19,107
19,645.081,19,107
20,716.464,19,107
21,733.885,19,107
22,728.815,19,107
23,719.392,19,107
24,707.929,19,107
1,665.152,19,108
2,633.024,19,108
3,616.414,19,108
4,610.651,19,108
5,619.14,19,108
6,638.529,19,108
7,644.236,19,108
8,599.449,19,108
9,600.649,19,108
10,597.524,19,108
11,588.729,19,108
12,574.399,19,108
13,552.067,19,108
14,565.377,19,108
15,569.146,19,108
16,575.908,19,108
17,592.256,19,108
18,611.431,19,108
19,633.136,19,108
20,692.901,19,108
21,707.412,19,108
22,703.919,19,108
23,690.816,19,108
24,677.375,19,108
1,640.728,19,109
2,615.39,19,109
3,597.374,19,109
4,593.136,19,109
5,599.038,19,109
6,617.353,19,109
7,627.453,19,109
8,591.91,19,109
9,591.744,19,109
10,591.393,19,109
11,588.859,19,109
12,577.712,19,109
13,567.35,19,109
14,580.579,19,109
15,584.315,19,109
16,589.21,19,109
17,601.296,19,109
18,623.065,19,109
19,644.347,19,109
20,675.262,19,109
21,677.333,19,109
22,664.139,19,109
23,649.485,19,109
24,635.399,19,109
1,595.427,19,110
2,567.583,19,110
3,550.238,19,110
4,540.43,19,110
5,542.796,19,110
6,555.709,19,110
7,569.873,19,110
8,556.811,19,110
9,557.134,19,110
10,555.517,19,110
11,552.572,19,110
12,541.935,19,110
13,527.504,19,110
14,530.799,19,110
15,532.573,19,110
16,541.843,19,110
17,560.358,19,110
18,581.751,19,110
19,608.301,19,110
20,667.226,19,110
21,692.166,19,110
22,687.558,19,110
23,677.737,19,110
24,664.276,19,110
1,626.081,19,111
2,600.795,19,111
3,584.106,19,111
4,574.608,19,111
5,576.151,19,111
6,588.01,19,111
7,581.217,19,111
8,533.313,19,111
9,525.682,19,111
10,523.246,19,111
11,522.163,19,111
12,520.663,19,111
13,518.185,19,111
14,519.078,19,111
15,520.595,19,111
16,528.477,19,111
17,552.507,19,111
18,577.773,19,111
19,599.03,19,111
20,632.659,19,111
21,640.18,19,111
22,630.352,19,111
23,618.13,19,111
24,598.459,19,111
1,560.069,19,112
2,534.802,19,112
3,520.799,19,112
4,516.18,19,112
5,518.918,19,112
6,537.114,19,112
7,547.222,19,112
8,549.595,19,112
9,573.193,19,112
10,579.978,19,112
11,578.191,19,112
12,567.036,19,112
13,553.534,19,112
14,566.708,19,112
15,578.785,19,112
16,592.283,19,112
17,606.361,19,112
18,620.736,19,112
19,628.222,19,112
20,657.258,19,112
21,656.32,19,112
22,641.44,19,112
23,621.225,19,112
24,604.315,19,112
1,562.112,19,113
2,531.55,19,113
3,511.102,19,113
4,502.375,19,113
5,502.634,19,113
6,517.537,19,113
7,543.655,19,113
8,587.961,19,113
9,632.366,19,113
10,640.608,19,113
11,652.489,19,113
12,660.417,19,113
13,643.075,19,113
14,628.938,19,113
15,607.524,19,113
16,620.519,19,113
17,629.686,19,113
18,648.568,19,113
19,647.211,19,113
20,671.785,19,113
21,659.832,19,113
22,637.264,19,113
23,617.921,19,113
24,597.256,19,113
1,558.921,19,114
2,529.332,19,114
3,510.38,19,114
4,503.781,19,114
5,509.101,19,114
6,522.542,19,114
7,546.529,19,114
8,560.424,19,114
9,588.939,19,114
10,612.149,19,114
11,610.249,19,114
12,591.588,19,114
13,572.072,19,114
14,590.02,19,114
15,593.283,19,114
16,601.152,19,114
17,607.582,19,114
18,619.261,19,114
19,631.194,19,114
20,659.254,19,114
21,664.188,19,114
22,653.893,19,114
23,638.137,19,114
24,612.216,19,114
1,568.579,19,115
2,538.437,19,115
3,517.704,19,115
4,507.059,19,115
5,513.526,19,115
6,531.001,19,115
7,555.651,19,115
8,563.92,19,115
9,597.224,19,115
10,609.005,19,115
11,593.242,19,115
12,589.611,19,115
13,578.153,19,115
14,616.866,19,115
15,622.77,19,115
16,608.664,19,115
17,619.109,19,115
18,633.325,19,115
19,645.393,19,115
20,666.274,19,115
21,665.063,19,115
22,648.503,19,115
23,629.449,19,115
24,610.17,19,115
1,571.13,19,116
2,542.72,19,116
3,527.325,19,116
4,527.685,19,116
5,556.456,19,116
6,582.462,19,116
7,594.772,19,116
8,584.0,19,116
9,607.357,19,116
10,618.334,19,116
11,623.679,19,116
12,613.223,19,116
13,589.202,19,116
14,621.948,19,116
15,636.008,19,116
16,651.416,19,116
17,654.9,19,116
18,647.304,19,116
19,685.082,19,116
20,728.28,19,116
21,736.487,19,116
22,718.579,19,116
23,712.21,19,116
24,702.496,19,116
1,665.809,19,117
2,635.555,19,117
3,611.106,19,117
4,594.365,19,117
5,600.073,19,117
6,599.025,19,117
7,606.473,19,117
8,590.108,19,117
9,560.747,19,117
10,564.718,19,117
11,562.222,19,117
12,549.702,19,117
13,538.996,19,117
14,537.55,19,117
15,544.223,19,117
16,549.474,19,117
17,559.095,19,117
18,577.062,19,117
19,611.868,19,117
20,679.768,19,117
21,701.448,19,117
22,685.409,19,117
23,679.518,19,117
24,679.683,19,117
1,646.525,19,118
2,621.351,19,118
3,602.721,19,118
4,595.14,19,118
5,597.644,19,118
6,602.594,19,118
7,587.739,19,118
8,555.522,19,118
9,545.049,19,118
10,544.895,19,118
11,546.481,19,118
12,543.379,19,118
13,546.801,19,118
14,561.077,19,118
15,559.859,19,118
16,559.559,19,118
17,574.287,19,118
18,605.02,19,118
19,636.637,19,118
20,664.806,19,118
21,667.981,19,118
22,656.281,19,118
23,639.644,19,118
24,625.924,19,118
1,584.724,19,119
2,550.354,19,119
3,533.291,19,119
4,528.228,19,119
5,531.326,19,119
6,540.921,19,119
7,566.826,19,119
8,603.03,19,119
9,633.071,19,119
10,642.978,19,119
11,642.222,19,119
12,618.702,19,119
13,608.045,19,119
14,614.48,19,119
15,623.946,19,119
16,630.81,19,119
17,649.117,19,119
18,676.966,19,119
19,686.718,19,119
20,702.843,19,119
21,694.247,19,119
22,676.035,19,119
23,653.395,19,119
24,632.811,19,119
1,588.218,19,120
2,561.509,19,120
3,542.43,19,120
4,531.843,19,120
5,535.762,19,120
6,549.917,19,120
7,578.929,19,120
8,612.703,19,120
9,641.286,19,120
10,636.066,19,120
11,631.025,19,120
12,611.982,19,120
13,606.864,19,120
14,624.929,19,120
15,620.715,19,120
16,617.849,19,120
17,618.386,19,120
18,627.635,19,120
19,635.165,19,120
20,675.358,19,120
21,689.659,19,120
22,682.025,19,120
23,667.997,19,120
24,626.815,19,120
1,599.634,19,121
2,560.473,19,121
3,546.185,19,121
4,538.461,19,121
5,536.519,19,121
6,546.762,19,121
7,565.207,19,121
8,573.194,19,121
9,574.309,19,121
10,574.786,19,121
11,558.516,19,121
12,558.627,19,121
13,542.404,19,121
14,529.154,19,121
15,533.052,19,121
16,549.666,19,121
17,579.496,19,121
18,590.806,19,121
19,615.02,19,121
20,666.165,19,121
21,684.588,19,121
22,676.305,19,121
23,660.907,19,121
24,650.316,19,121
1,622.334,19,122
2,592.615,19,122
3,576.243,19,122
4,567.226,19,122
5,570.85,19,122
6,588.24,19,122
7,582.437,19,122
8,568.559,19,122
9,580.686,19,122
10,579.218,19,122
11,575.613,19,122
12,563.121,19,122
13,545.455,19,122
14,557.349,19,122
15,563.629,19,122
16,569.183,19,122
17,587.001,19,122
18,608.236,19,122
19,623.637,19,122
20,675.429,19,122
21,697.828,19,122
22,693.542,19,122
23,682.661,19,122
24,671.283,19,122
1,630.93,19,123
2,600.062,19,123
3,583.0,19,123
4,571.031,19,123
5,568.481,19,123
6,571.893,19,123
7,571.919,19,123
8,568.054,19,123
9,584.132,19,123
10,586.96,19,123
11,584.484,19,123
12,569.801,19,123
13,551.706,19,123
14,567.826,19,123
15,574.647,19,123
16,580.584,19,123
17,599.328,19,123
18,614.225,19,123
19,625.255,19,123
20,675.912,19,123
21,696.7,19,123
22,691.408,19,123
23,677.407,19,123
24,661.849,19,123
1,623.761,19,124
2,592.325,19,124
3,568.307,19,124
4,556.63,19,124
5,564.329,19,124
6,579.865,19,124
7,574.293,19,124
8,543.639,19,124
9,552.612,19,124
10,564.011,19,124
11,570.263,19,124
12,561.458,19,124
13,547.226,19,124
14,552.522,19,124
15,552.847,19,124
16,557.432,19,124
17,573.588,19,124
18,588.212,19,124
19,603.954,19,124
20,644.415,19,124
21,666.029,19,124
22,665.881,19,124
23,661.606,19,124
24,654.684,19,124
1,613.231,19,125
2,582.018,19,125
3,559.58,19,125
4,553.377,19,125
5,558.892,19,125
6,568.265,19,125
7,559.803,19,125
8,529.029,19,125
9,531.986,19,125
10,529.759,19,125
11,523.982,19,125
12,513.106,19,125
13,506.876,19,125
14,510.887,19,125
15,514.086,19,125
16,526.05,19,125
17,543.876,19,125
18,570.918,19,125
19,591.781,19,125
20,637.001,19,125
21,661.036,19,125
22,662.297,19,125
23,649.612,19,125
24,634.504,19,125
1,585.278,19,126
2,561.57,19,126
3,526.774,19,126
4,531.799,19,126
5,532.667,19,126
6,543.446,19,126
7,541.8,19,126
8,524.25,19,126
9,540.665,19,126
10,540.04,19,126
11,541.463,19,126
12,534.615,19,126
13,516.105,19,126
14,519.843,19,126
15,517.145,19,126
16,522.288,19,126
17,544.405,19,126
18,567.294,19,126
19,591.63,19,126
20,657.776,19,126
21,683.102,19,126
22,679.818,19,126
23,665.63,19,126
24,646.326,19,126
1,613.495,19,127
2,585.543,19,127
3,566.585,19,127
4,558.094,19,127
5,559.975,19,127
6,571.158,19,127
7,576.495,19,127
8,555.103,19,127
9,571.767,19,127
10,577.325,19,127
11,575.633,19,127
12,564.721,19,127
13,548.463,19,127
14,558.195,19,127
15,561.309,19,127
16,570.187,19,127
17,588.053,19,127
18,605.613,19,127
19,621.606,19,127
20,679.845,19,127
21,706.675,19,127
22,697.323,19,127
23,681.388,19,127
24,661.996,19,127
1,621.976,19,128
2,595.216,19,128
3,579.095,19,128
4,573.85,19,128
5,574.372,19,128
6,585.223,19,128
7,586.322,19,128
8,562.682,19,128
9,578.518,19,128
10,584.887,19,128
11,581.551,19,128
12,569.762,19,128
13,557.369,19,128
14,563.833,19,128
15,586.243,19,128
16,607.039,19,128
17,608.54,19,128
18,618.908,19,128
19,629.111,19,128
20,656.521,19,128
21,665.328,19,128
22,655.781,19,128
23,640.496,19,128
24,623.266,19,128
1,582.041,19,129
2,554.816,19,129
3,540.675,19,129
4,535.054,19,129
5,544.503,19,129
6,555.484,19,129
7,576.832,19,129
8,566.215,19,129
9,578.433,19,129
10,579.8,19,129
11,576.597,19,129
12,566.015,19,129
13,548.635,19,129
14,560.568,19,129
15,565.593,19,129
16,577.197,19,129
17,588.5,19,129
18,611.115,19,129
19,626.207,19,129
20,668.318,19,129
21,691.832,19,129
22,685.397,19,129
23,668.006,19,129
24,648.45,19,129
1,606.812,19,130
2,585.754,19,130
3,568.937,19,130
4,560.277,19,130
5,559.958,19,130
6,570.227,19,130
7,576.26,19,130
8,564.906,19,130
9,580.886,19,130
10,585.678,19,130
11,586.505,19,130
12,575.367,19,130
13,560.792,19,130
14,573.624,19,130
15,576.45,19,130
16,582.386,19,130
17,595.891,19,130
18,614.129,19,130
19,619.433,19,130
20,658.004,19,130
21,682.23,19,130
22,676.58,19,130
23,662.396,19,130
24,649.089,19,130
1,611.074,19,131
2,585.334,19,131
3,570.321,19,131
4,562.229,19,131
5,565.465,19,131
6,577.31,19,131
7,570.065,19,131
8,541.518,19,131
9,549.366,19,131
10,552.919,19,131
11,553.846,19,131
12,542.98,19,131
13,531.856,19,131
14,535.346,19,131
15,546.66,19,131
16,558.75,19,131
17,568.601,19,131
18,588.328,19,131
19,603.628,19,131
20,641.903,19,131
21,665.477,19,131
22,651.529,19,131
23,633.612,19,131
24,615.947,19,131
1,594.171,19,132
2,570.672,19,132
3,555.13,19,132
4,547.559,19,132
5,546.475,19,132
6,553.465,19,132
7,547.681,19,132
8,520.271,19,132
9,522.229,19,132
10,520.842,19,132
11,520.085,19,132
12,509.721,19,132
13,508.892,19,132
14,516.391,19,132
15,526.335,19,132
16,536.756,19,132
17,551.052,19,132
18,576.538,19,132
19,594.884,19,132
20,630.508,19,132
21,648.225,19,132
22,635.328,19,132
23,616.677,19,132
24,597.271,19,132
1,554.595,19,133
2,527.253,19,133
3,507.069,19,133
4,503.639,19,133
5,503.719,19,133
6,514.516,19,133
7,535.613,19,133
8,558.443,19,133
9,584.059,19,133
10,595.655,19,133
11,622.575,19,133
12,628.093,19,133
13,608.01,19,133
14,619.443,19,133
15,627.68,19,133
16,627.165,19,133
17,630.452,19,133
18,640.57,19,133
19,645.68,19,133
20,658.175,19,133
21,657.588,19,133
22,637.339,19,133
23,610.792,19,133
24,585.002,19,133
1,541.965,19,134
2,513.215,19,134
3,501.592,19,134
4,496.608,19,134
5,501.107,19,134
6,514.037,19,134
7,537.556,19,134
8,561.798,19,134
9,585.684,19,134
10,596.665,19,134
11,605.024,19,134
12,603.168,19,134
13,578.342,19,134
14,591.422,19,134
15,598.342,19,134
16,601.274,19,134
17,614.602,19,134
18,633.844,19,134
19,636.233,19,134
20,661.192,19,134
21,668.849,19,134
22,652.201,19,134
23,627.626,19,134
24,604.307,19,134
1,563.026,19,135
2,538.091,19,135
3,517.54,19,135
4,511.304,19,135
5,513.098,19,135
6,528.313,19,135
7,536.771,19,135
8,557.521,19,135
9,586.645,19,135
10,598.34,19,135
11,609.436,19,135
12,593.93,19,135
13,578.219,19,135
14,590.088,19,135
15,595.189,19,135
16,610.144,19,135
17,621.363,19,135
18,633.546,19,135
19,639.748,19,135
20,665.308,19,135
21,671.649,19,135
22,652.398,19,135
23,628.808,19,135
24,606.79,19,135
1,564.158,19,136
2,535.834,19,136
3,516.474,19,136
4,506.818,19,136
5,509.031,19,136
6,520.73,19,136
7,539.683,19,136
8,558.362,19,136
9,593.951,19,136
10,609.854,19,136
11,612.952,19,136
12,618.013,19,136
13,608.39,19,136
14,611.611,19,136
15,616.884,19,136
16,620.851,19,136
17,631.055,19,136
18,642.402,19,136
19,648.013,19,136
20,667.827,19,136
21,674.546,19,136
22,655.96,19,136
23,630.391,19,136
24,604.707,19,136
1,561.987,19,137
2,533.327,19,137
3,513.41,19,137
4,503.032,19,137
5,504.473,19,137
6,513.641,19,137
7,535.171,19,137
8,557.987,19,137
9,589.528,19,137
10,603.296,19,137
11,614.132,19,137
12,633.757,19,137
13,612.49,19,137
14,627.954,19,137
15,637.677,19,137
16,645.112,19,137
17,642.57,19,137
18,658.088,19,137
19,652.401,19,137
20,656.285,19,137
21,649.517,19,137
22,629.633,19,137
23,610.885,19,137
24,588.486,19,137
1,542.45,19,138
2,509.839,19,138
3,491.237,19,138
4,478.017,19,138
5,476.392,19,138
6,483.358,19,138
7,519.133,19,138
8,547.211,19,138
9,570.24,19,138
10,582.85,19,138
11,590.667,19,138
12,577.715,19,138
13,570.848,19,138
14,576.215,19,138
15,576.427,19,138
16,574.439,19,138
17,585.91,19,138
18,599.611,19,138
19,610.586,19,138
20,621.54,19,138
21,625.144,19,138
22,609.952,19,138
23,595.419,19,138
24,574.53,19,138
1,539.504,19,139
2,510.693,19,139
3,490.296,19,139
4,479.005,19,139
5,479.704,19,139
6,486.006,19,139
7,504.444,19,139
8,519.814,19,139
9,534.727,19,139
10,545.049,19,139
11,563.362,19,139
12,558.334,19,139
13,560.978,19,139
14,569.313,19,139
15,563.411,19,139
16,570.081,19,139
17,585.18,19,139
18,595.06,19,139
19,600.377,19,139
20,618.954,19,139
21,629.494,19,139
22,614.498,19,139
23,592.358,19,139
